"Global Code","Global Name","Region Code","Region Name","Sub-region Code","Sub-region Name","Intermediate Region Code","Intermediate Region Name","Country or Area","M49 Code","ISO-alpha3 Code","Least Developed Countries (LDC)","Land Locked Developing Countries (LLDC)","Small Island Developing States (SIDS)","Developed / Developing Countries"
"001","Mundo","150","Europa","039","Europa meridional","","","Grecia","300","GRC","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","Italia","380","ITA","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","Malta","470","MLT","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","Montenegro","499","MNE","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","Portugal","620","PRT","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","San Marino","674","SMR","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","Santa Sede","336","VAT","","","","Developed"
"001","Mundo","150","Europa","039","Europa meridional","","","Serbia","688","SRB","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Alemania","276","DEU","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Austria","040","AUT","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Bélgica","056","BEL","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Francia","250","FRA","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Liechtenstein","438","LIE","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Luxemburgo","442","LUX","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Mónaco","492","MCO","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Países Bajos","528","NLD","","","","Developed"
"001","Mundo","150","Europa","155","Europa occidental","","","Suiza","756","CHE","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Belarús","112","BLR","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Bulgaria","100","BGR","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Chequia","203","CZE","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Eslovaquia","703","SVK","","","","Developed"
