"Global Code","Global Name","Region Code","Region Name","Sub-region Code","Sub-region Name","Intermediate Region Code","Intermediate Region Name","Country or Area","M49 Code","ISO-alpha3 Code","Least Developed Countries (LDC)","Land Locked Developing Countries (LLDC)","Small Island Developing States (SIDS)","Developed / Developing Countries"
"001","العالم","009","أوقيانوسيا","053","استراليا ونيوزيلندا","","","جزيرة هيرد وجزر ماكدونالد","334","HMD","","","","Developed"
"001","العالم","009","أوقيانوسيا","053","استراليا ونيوزيلندا","","","نيوزيلندا","554","NZL","","","","Developed"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","بولينيزيا الفرنسية","258","PYF","","","x","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","بيتكيرن","612","PCN","","","","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","توفالو","798","TUV","x","","x","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","توكيلاو","772","TKL","","","","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","تونغا","776","TON","","","x","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","جزر كوك","184","COK","","","x","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","جزر واليس وفوتونا","876","WLF","","","","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","ساموا","882","WSM","","","x","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","ساموا الأمريكية","016","ASM","","","x","Developing"
"001","العالم","009","أوقيانوسيا","061","بولينيزيا","","","نيوي","570","NIU","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","بالاو","585","PLW","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","جزر مارشال","584","MHL","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","جزر ماريانا الشمالية","580","MNP","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","غوام","316","GUM","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","كيريباس","296","KIR","x","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","ميكرونيزيا (ولايات - الموحدة)","583","FSM","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","ناورو","520","NRU","","","x","Developing"
"001","العالم","009","أوقيانوسيا","057","ميكرونيزيا","","","نائية التابعة للولايات المتحدة","581","UMI","","","","Developing"
"001","العالم","009","أوقيانوسيا","054","ميلانيزيا","","","بابوا غينيا الجديدة","598","PNG","","","x","Developing"
"001","العالم","009","أوقيانوسيا","054","ميلانيزيا","","","جزر سليمان","090","SLB","x","","x","Developing"
"001","العالم","009","أوقيانوسيا","054","ميلانيزيا","","","فانواتو","548","VUT","x","","x","Developing"
"001","العالم","009","أوقيانوسيا","054","ميلانيزيا","","","فيجي","242","FJI","","","x","Developing"
"001","العالم","009","أوقيانوسيا","054","ميلانيزيا","","","كاليدونيا الجديدة","540","NCL","","","x","Developing"
